developer_id,repository_id,interaction_type,interaction_weight,interaction_timestamp,timestamp_available,metadata_source
170270,1083253848,starred,2.0,2026-07-09T22:59:29Z,True,github_rest_api
170270,1085689636,starred,2.0,2026-07-08T22:47:51Z,True,github_rest_api
170270,1087244716,starred,2.0,2026-06-30T22:42:50Z,True,github_rest_api
170270,967268430,starred,2.0,2026-06-30T22:42:08Z,True,github_rest_api
170270,1199636461,starred,2.0,2026-04-13T18:45:21Z,True,github_rest_api
170270,829743861,starred,2.0,2026-04-08T20:39:21Z,True,github_rest_api
170270,1166652904,starred,2.0,2026-03-25T21:18:16Z,True,github_rest_api
170270,1139375731,starred,2.0,2026-02-27T17:50:02Z,True,github_rest_api
170270,1094707785,starred,2.0,2026-02-16T10:38:24Z,True,github_rest_api
170270,1089049432,starred,2.0,2026-02-16T10:38:10Z,True,github_rest_api
170270,1079867535,starred,2.0,2026-01-05T19:15:35Z,True,github_rest_api
170270,1070019559,starred,2.0,2026-01-04T15:01:12Z,True,github_rest_api
170270,968606461,starred,2.0,2025-11-08T06:31:47Z,True,github_rest_api
170270,5617111,starred,2.0,2025-11-08T06:31:45Z,True,github_rest_api
170270,4205767,starred,2.0,2025-11-08T06:31:43Z,True,github_rest_api
170270,1078740862,starred,2.0,2025-11-05T18:27:41Z,True,github_rest_api
170270,716660564,starred,2.0,2025-11-05T18:27:09Z,True,github_rest_api
170270,795552264,starred,2.0,2025-10-25T16:49:44Z,True,github_rest_api
170270,417489028,starred,2.0,2025-10-25T16:49:42Z,True,github_rest_api
170270,368854291,starred,2.0,2025-10-21T07:44:01Z,True,github_rest_api
170270,1045579103,starred,2.0,2025-10-20T14:08:18Z,True,github_rest_api
170270,1062812718,starred,2.0,2025-10-20T14:08:06Z,True,github_rest_api
170270,989351889,starred,2.0,2025-08-27T12:05:12Z,True,github_rest_api
170270,847271283,starred,2.0,2025-08-12T03:19:22Z,True,github_rest_api
170270,1007222028,starred,2.0,2025-08-05T17:34:28Z,True,github_rest_api
170270,965415649,starred,2.0,2025-04-16T19:03:07Z,True,github_rest_api
170270,804489750,starred,2.0,2025-04-08T18:57:08Z,True,github_rest_api
170270,825286653,starred,2.0,2025-04-08T18:56:58Z,True,github_rest_api
170270,833786672,starred,2.0,2025-04-08T18:56:51Z,True,github_rest_api
170270,833851449,starred,2.0,2025-04-08T18:56:34Z,True,github_rest_api
170270,847384854,starred,2.0,2025-04-08T18:56:02Z,True,github_rest_api
170270,959682770,starred,2.0,2025-04-04T13:19:39Z,True,github_rest_api
170270,709150027,starred,2.0,2025-01-23T08:47:17Z,True,github_rest_api
170270,844465325,starred,2.0,2024-09-17T08:20:09Z,True,github_rest_api
170270,12277886,starred,2.0,2024-08-20T08:06:12Z,True,github_rest_api
170270,833150575,starred,2.0,2024-08-03T22:37:35Z,True,github_rest_api
170270,793180075,starred,2.0,2024-08-03T22:33:43Z,True,github_rest_api
170270,792692503,starred,2.0,2024-07-26T00:30:42Z,True,github_rest_api
170270,796364535,starred,2.0,2024-07-08T13:09:50Z,True,github_rest_api
170270,796362025,starred,2.0,2024-06-19T21:49:31Z,True,github_rest_api
170270,796260752,starred,2.0,2024-06-19T21:49:23Z,True,github_rest_api
170270,807854206,starred,2.0,2024-06-14T18:27:58Z,True,github_rest_api
170270,796367049,starred,2.0,2024-06-04T23:57:01Z,True,github_rest_api
170270,796369880,starred,2.0,2024-05-27T21:33:32Z,True,github_rest_api
170270,791741481,starred,2.0,2024-05-12T17:11:37Z,True,github_rest_api
170270,770212480,starred,2.0,2024-05-12T17:10:31Z,True,github_rest_api
170270,708699084,starred,2.0,2024-05-12T17:07:01Z,True,github_rest_api
170270,4746018,starred,2.0,2024-04-28T16:51:49Z,True,github_rest_api
170270,13967755,starred,2.0,2024-04-27T10:10:16Z,True,github_rest_api
170270,770018650,starred,2.0,2024-04-20T15:25:49Z,True,github_rest_api
170270,19270630,starred,2.0,2024-04-03T07:41:11Z,True,github_rest_api
170270,714675984,starred,2.0,2024-04-03T07:40:38Z,True,github_rest_api
170270,718777299,starred,2.0,2024-03-10T18:00:54Z,True,github_rest_api
170270,714044439,starred,2.0,2024-02-22T07:14:55Z,True,github_rest_api
170270,713556972,starred,2.0,2024-02-22T07:14:45Z,True,github_rest_api
170270,721821057,starred,2.0,2024-02-11T10:08:15Z,True,github_rest_api
170270,721577994,starred,2.0,2024-01-06T08:53:47Z,True,github_rest_api
170270,711160838,starred,2.0,2024-01-05T05:16:39Z,True,github_rest_api
170270,518089561,starred,2.0,2024-01-05T05:16:27Z,True,github_rest_api
170270,736897394,starred,2.0,2023-12-29T10:02:39Z,True,github_rest_api
170270,713879159,starred,2.0,2023-12-23T18:31:55Z,True,github_rest_api
170270,711135937,starred,2.0,2023-12-23T18:31:38Z,True,github_rest_api
170270,517645892,starred,2.0,2023-12-01T18:46:27Z,True,github_rest_api
170270,715487381,starred,2.0,2023-11-21T10:57:07Z,True,github_rest_api
170270,116527475,starred,2.0,2023-11-17T17:49:09Z,True,github_rest_api
170270,704879340,starred,2.0,2023-11-17T10:13:40Z,True,github_rest_api
170270,710923484,starred,2.0,2023-11-16T18:56:34Z,True,github_rest_api
170270,710860821,starred,2.0,2023-11-15T17:40:02Z,True,github_rest_api
170270,38926116,starred,2.0,2023-11-11T13:01:45Z,True,github_rest_api
170270,716583109,starred,2.0,2023-11-10T18:53:30Z,True,github_rest_api
170270,712576150,starred,2.0,2023-11-10T09:15:15Z,True,github_rest_api
170270,476825694,starred,2.0,2023-11-08T08:58:41Z,True,github_rest_api
170270,499463617,starred,2.0,2023-11-04T11:13:17Z,True,github_rest_api
170270,708694533,starred,2.0,2023-11-01T19:09:32Z,True,github_rest_api
170270,711116353,starred,2.0,2023-10-29T13:36:21Z,True,github_rest_api
170270,172165671,starred,2.0,2023-10-24T13:28:44Z,True,github_rest_api
170270,380405181,starred,2.0,2023-10-24T12:57:08Z,True,github_rest_api
170270,696831768,starred,2.0,2023-10-04T15:37:17Z,True,github_rest_api
170270,683058480,starred,2.0,2023-09-26T14:16:02Z,True,github_rest_api
170270,580189446,starred,2.0,2023-09-24T17:01:55Z,True,github_rest_api
170270,679763076,starred,2.0,2023-09-06T08:47:10Z,True,github_rest_api
